"Journal Name ","Edition","ISSN","Price Group","Volume From","Volume To","Issues Per Volume","Currency","2010 Rate"
"Technical Services Quarterly","WTSQI","1555-3337","Institutional",27,27,4,"GBP - UK",439
"Technical Services Quarterly","WTSQI","1555-3337","Institutional",27,27,4,"USD",573
"Technology Analysis & Strategic Management","CTASHI","0953-7325","Institutional",22,22,8,"EUR","1,869.00"
"Technology Analysis & Strategic Management","CTASHI","0953-7325","Institutional",22,22,8,"GBP - UK","1,302.00"
"Technology Analysis & Strategic Management","CTASHI","0953-7325","Institutional",22,22,8,"USD","2,337.00"
"Technology Analysis & Strategic Management","CTASI","1465-3990","Institutional",22,22,8,"EUR","1,776.00"
"Technology Analysis & Strategic Management","CTASI","1465-3990","Institutional",22,22,8,"GBP - UK","1,237.00"
"Technology Analysis & Strategic Management","CTASI","1465-3990","Institutional",22,22,8,"USD","2,220.00"
"Technology, Pedagogy and Education","RTPEHI","1475-939X","Institutional",19,19,3,"EUR",412
"Technology, Pedagogy and Education","RTPEHI","1475-939X","Institutional",19,19,3,"GBP - UK",324
"Technology, Pedagogy and Education","RTPEHI","1475-939X","Institutional",19,19,3,"USD",516
"Technology, Pedagogy and Education","RTPEI","1747-5139","Institutional",19,19,3,"EUR",391
"Technology, Pedagogy and Education","RTPEI","1747-5139","Institutional",19,19,3,"GBP - UK",307
"Technology, Pedagogy and Education","RTPEI","1747-5139","Institutional",19,19,3,"USD",491
"Terrorism & Political Violence","FTPVHI","0954-6553","Institutional",22,22,4,"EUR",564
"Terrorism & Political Violence","FTPVHI","0954-6553","Institutional",22,22,4,"GBP - UK",432
"Terrorism & Political Violence","FTPVHI","0954-6553","Institutional",22,22,4,"USD",709
"Terrorism & Political Violence","FTPVI","1556-1836","Institutional",22,22,4,"EUR",536
"Terrorism & Political Violence","FTPVI","1556-1836","Institutional",22,22,4,"GBP - UK",410
"Terrorism & Political Violence","FTPVI","1556-1836","Institutional",22,22,4,"USD",674
"Tertiary Education and Management","RTEMHI","1358-3883","Institutional",16,16,4,"EUR",318
"Tertiary Education and Management","RTEMHI","1358-3883","Institutional",16,16,4,"GBP - UK",220
"Tertiary Education and Management","RTEMHI","1358-3883","Institutional",16,16,4,"USD",401
"Tertiary Education and Management","RTEMI","1573-1936","Institutional",16,16,4,"EUR",302
"Tertiary Education and Management","RTEMI","1573-1936","Institutional",16,16,4,"GBP - UK",209
"Tertiary Education and Management","RTEMI","1573-1936","Institutional",16,16,4,"USD",381
"Text and Performance Quarterly","RTPQHI","1046-2937","Institutional",30,30,4,"EUR",259
"Text and Performance Quarterly","RTPQHI","1046-2937","Institutional",30,30,4,"GBP - UK",208
"Text and Performance Quarterly","RTPQHI","1046-2937","Institutional",30,30,4,"USD",323
"Text and Performance Quarterly","RTPQI","1479-5760","Institutional",30,30,4,"EUR",246
"Text and Performance Quarterly","RTPQI","1479-5760","Institutional",30,30,4,"GBP - UK",197
"Text and Performance Quarterly","RTPQI","1479-5760","Institutional",30,30,4,"USD",306
"Textile Progress","TTPRHI","0040-5167","Institutional",42,42,4,"EUR",267
"Textile Progress","TTPRHI","0040-5167","Institutional",42,42,4,"GBP - UK",176
"Textile Progress","TTPRHI","0040-5167","Institutional",42,42,4,"USD",335
"Textile Progress","TTPRI","1754-2278","Institutional",42,42,4,"EUR",254
"Textile Progress","TTPRI","1754-2278","Institutional",42,42,4,"GBP - UK",168
"Textile Progress","TTPRI","1754-2278","Institutional",42,42,4,"USD",319
"Textual Practice","RTPRHI","0950-236X","Institutional",24,24,6,"EUR",722
"Textual Practice","RTPRHI","0950-236X","Institutional",24,24,6,"GBP - UK",542
"Textual Practice","RTPRHI","0950-236X","Institutional",24,24,6,"USD",903
"Textual Practice","RTPRI","1470-1308","Institutional",24,24,6,"EUR",686
"Textual Practice","RTPRI","1470-1308","Institutional",24,24,6,"GBP - UK",515
"Textual Practice","RTPRI","1470-1308","Institutional",24,24,6,"USD",857
"The Academy of Management Annals","RAMAI","1941-6067","Institutional",4,4,1,"EUR",116
"The Academy of Management Annals","RAMAI","1941-6067","Institutional",4,4,1,"GBP - UK",81
"The Academy of Management Annals","RAMAI","1941-6067","Institutional",4,4,1,"USD",162
"The Academy of Management Annals","RAMAHI","1941-6520","Institutional",4,4,1,"EUR",122
"The Academy of Management Annals","RAMAHI","1941-6520","Institutional",4,4,1,"GBP - UK",85
"The Academy of Management Annals","RAMAHI","1941-6520","Institutional",4,4,1,"USD",171
"The American Journal of Bioethics","UAJBHI","1526-5161","Institutional",10,10,12,"EUR",757
"The American Journal of Bioethics","UAJBHI","1526-5161","Institutional",10,10,12,"GBP - UK",572
"The American Journal of Bioethics","UAJBHI","1526-5161","Institutional",10,10,12,"USD",950
"The American Journal of Bioethics","UAJBI","1536-0075","Institutional",10,10,12,"EUR",718
"The American Journal of Bioethics","UAJBI","1536-0075","Institutional",10,10,12,"GBP - UK",543
"The American Journal of Bioethics","UAJBI","1536-0075","Institutional",10,10,12,"USD",903
"The Asia Pacific Journal of Anthropology","RTAPHI","1444-2213","Institutional",11,11,4,"AUD",291
"The Asia Pacific Journal of Anthropology","RTAPHI","1444-2213","Institutional",11,11,4,"EUR",327
"The Asia Pacific Journal of Anthropology","RTAPHI","1444-2213","Institutional",11,11,4,"GBP - UK",248
"The Asia Pacific Journal of Anthropology","RTAPHI","1444-2213","Institutional",11,11,4,"USD",411
"The Asia Pacific Journal of Anthropology","RTAPI","1740-9314","Institutional",11,11,4,"AUD",276
"The Asia Pacific Journal of Anthropology","RTAPI","1740-9314","Institutional",11,11,4,"EUR",311
"The Asia Pacific Journal of Anthropology","RTAPI","1740-9314","Institutional",11,11,4,"GBP - UK",236
"The Asia Pacific Journal of Anthropology","RTAPI","1740-9314","Institutional",11,11,4,"USD",390
"The Clinical Neuropsychologist","NTCNHI","1385-4046","Institutional",24,24,8,"EUR","1,089.00"
"The Clinical Neuropsychologist","NTCNHI","1385-4046","Institutional",24,24,8,"GBP - UK",826
"The Clinical Neuropsychologist","NTCNHI","1385-4046","Institutional",24,24,8,"USD","1,361.00"
"The Clinical Neuropsychologist","NTCNI","1744-4144","Institutional",24,24,8,"EUR","1,034.00"
"The Clinical Neuropsychologist","NTCNI","1744-4144","Institutional",24,24,8,"GBP - UK",785
"The Clinical Neuropsychologist","NTCNI","1744-4144","Institutional",24,24,8,"USD","1,293.00"
"The Communication Review","GCRVHI","1071-4421","Institutional",13,13,4,"EUR",293
"The Communication Review","GCRVHI","1071-4421","Institutional",13,13,4,"GBP - UK",227
"The Communication Review","GCRVHI","1071-4421","Institutional",13,13,4,"USD",368
"The Communication Review","GCRVI","1547-7487","Institutional",13,13,4,"EUR",278
"The Communication Review","GCRVI","1547-7487","Institutional",13,13,4,"GBP - UK",215
"The Communication Review","GCRVI","1547-7487","Institutional",13,13,4,"USD",350
"The Educational Forum","UTEFHI","0013-1725","Institutional",74,74,4,"EUR",110
"The Educational Forum","UTEFHI","0013-1725","Institutional",74,74,4,"GBP - UK",84
"The Educational Forum","UTEFHI","0013-1725","Institutional",74,74,4,"USD",138
"The Educational Forum","UTEFI","1938-8098","Institutional",74,74,4,"EUR",105
"The Educational Forum","UTEFI","1938-8098","Institutional",74,74,4,"GBP - UK",80
"The Educational Forum","UTEFI","1938-8098","Institutional",74,74,4,"USD",130
"The Engineering Economist","UTEEHI","0013-791X","Institutional",55,55,4,"EUR",126
"The Engineering Economist","UTEEHI","0013-791X","Institutional",55,55,4,"GBP - UK",94
"The Engineering Economist","UTEEHI","0013-791X","Institutional",55,55,4,"USD",158
"The Engineering Economist","UTEEI","1547-2701","Institutional",55,55,4,"EUR",120
"The Engineering Economist","UTEEI","1547-2701","Institutional",55,55,4,"GBP - UK",89
"The Engineering Economist","UTEEI","1547-2701","Institutional",55,55,4,"USD",150
"The European Journal of Finance","REJFHI","1351-847X","Institutional",16,16,8,"EUR","1,675.00"
"The European Journal of Finance","REJFHI","1351-847X","Institutional",16,16,8,"GBP - UK","1,269.00"
"The European Journal of Finance","REJFHI","1351-847X","Institutional",16,16,8,"USD","2,103.00"
"The European Journal of Finance","REJFI","1466-4364","Institutional",16,16,8,"EUR","1,591.00"
"The European Journal of Finance","REJFI","1466-4364","Institutional",16,16,8,"GBP - UK","1,206.00"
"The European Journal of Finance","REJFI","1466-4364","Institutional",16,16,8,"USD","1,998.00"
"The European Legacy","CELEHI","1084-8770","Institutional",15,15,7,"EUR",599
"The European Legacy","CELEHI","1084-8770","Institutional",15,15,7,"GBP - UK",454
"The European Legacy","CELEHI","1084-8770","Institutional",15,15,7,"USD",752
"The European Legacy","CELEI","1470-1316","Institutional",15,15,7,"EUR",569
"The European Legacy","CELEI","1470-1316","Institutional",15,15,7,"GBP - UK",431
"The European Legacy","CELEI","1470-1316","Institutional",15,15,7,"USD",714
"The Humanistic Psychologist","HTHPHI","0887-3267","Institutional",38,38,4,"EUR",151
"The Humanistic Psychologist","HTHPHI","0887-3267","Institutional",38,38,4,"GBP - UK",113
"The Humanistic Psychologist","HTHPHI","0887-3267","Institutional",38,38,4,"USD",190
"The Humanistic Psychologist","HTHPI","1547-3333","Institutional",38,38,4,"EUR",144
"The Humanistic Psychologist","HTHPI","1547-3333","Institutional",38,38,4,"GBP - UK",108
"The Humanistic Psychologist","HTHPI","1547-3333","Institutional",38,38,4,"USD",181
"The IES Journal Part A: Civil & Structural Engineering","TIEAHI","1937-3260","Institutional",3,3,4,"EUR",351
"The IES Journal Part A: Civil & Structural Engineering","TIEAHI","1937-3260","Institutional",3,3,4,"GBP - UK",225
"The IES Journal Part A: Civil & Structural Engineering","TIEAHI","1937-3260","Institutional",3,3,4,"USD",441
"The IES Journal Part A: Civil & Structural Engineering","TIEAI","1937-3279","Institutional",3,3,4,"EUR",333
"The IES Journal Part A: Civil & Structural Engineering","TIEAI","1937-3279","Institutional",3,3,4,"GBP - UK",213
"The IES Journal Part A: Civil & Structural Engineering","TIEAI","1937-3279","Institutional",3,3,4,"USD",419
"The Information Society","UTISHI","0197-2243","Institutional",26,26,5,"EUR",371
"The Information Society","UTISHI","0197-2243","Institutional",26,26,5,"GBP - UK",279
"The Information Society","UTISHI","0197-2243","Institutional",26,26,5,"USD",465
"The Information Society","UTISI","1087-6537","Institutional",26,26,5,"EUR",352
"The Information Society","UTISI","1087-6537","Institutional",26,26,5,"GBP - UK",266
"The Information Society","UTISI","1087-6537","Institutional",26,26,5,"USD",442
"The International Journal of Human Rights","FJHRHI","1364-2987","Institutional",14,14,7,"EUR",697
"The International Journal of Human Rights","FJHRHI","1364-2987","Institutional",14,14,7,"GBP - UK",528
"The International Journal of Human Rights","FJHRHI","1364-2987","Institutional",14,14,7,"USD",876
"The International Journal of Human Rights","FJHRI","1744-053X","Institutional",14,14,7,"EUR",662
"The International Journal of Human Rights","FJHRI","1744-053X","Institutional",14,14,7,"GBP - UK",501
"The International Journal of Human Rights","FJHRI","1744-053X","Institutional",14,14,7,"USD",833
"The International Journal of Sustainable Development World Ecology","TSDWPI","9999-2627","Institutional",17,17,8,"EUR",480
"The International Journal of Sustainable Development World Ecology","TSDWPI","9999-2627","Institutional",17,17,8,"GBP - UK",333
"The International Journal of Sustainable Development World Ecology","TSDWPI","9999-2627","Institutional",17,17,8,"USD",600
"The International Journal of Sustainable Development World Ecology","TSDWPHI","9999-4509","Institutional",17,17,8,"EUR",505
"The International Journal of Sustainable Development World Ecology","TSDWPHI","9999-4509","Institutional",17,17,8,"GBP - UK",351
"The International Journal of Sustainable Development World Ecology","TSDWPHI","9999-4509","Institutional",17,17,8,"USD",631
"The International Trade Journal","UITJHI","0885-3908","Institutional",24,24,4,"EUR",346
"The International Trade Journal","UITJHI","0885-3908","Institutional",24,24,4,"GBP - UK",262
"The International Trade Journal","UITJHI","0885-3908","Institutional",24,24,4,"USD",435
"The International Trade Journal","UITJI","1521-0545","Institutional",24,24,4,"EUR",328
"The International Trade Journal","UITJI","1521-0545","Institutional",24,24,4,"GBP - UK",248
"The International Trade Journal","UITJI","1521-0545","Institutional",24,24,4,"USD",413
"The Journal of Agricultural Education and Extension","RAEEHI","1389-224X","Institutional",16,16,4,"EUR",300
"The Journal of Agricultural Education and Extension","RAEEHI","1389-224X","Institutional",16,16,4,"GBP - UK",227
"The Journal of Agricultural Education and Extension","RAEEHI","1389-224X","Institutional",16,16,4,"USD",377
"The Journal of Agricultural Education and Extension","RAEEI","1750-8622","Institutional",16,16,4,"EUR",286
"The Journal of Agricultural Education and Extension","RAEEI","1750-8622","Institutional",16,16,4,"GBP - UK",215
"The Journal of Agricultural Education and Extension","RAEEI","1750-8622","Institutional",16,16,4,"USD",358
"The Journal of Architecture","RJARHI","1360-2365","Institutional",15,15,6,"EUR",928
"The Journal of Architecture","RJARHI","1360-2365","Institutional",15,15,6,"GBP - UK",703
"The Journal of Architecture","RJARHI","1360-2365","Institutional",15,15,6,"USD","1,165.00"
"The Journal of Architecture","RJARI","1466-4410","Institutional",15,15,6,"EUR",882
"The Journal of Architecture","RJARI","1466-4410","Institutional",15,15,6,"GBP - UK",668
"The Journal of Architecture","RJARI","1466-4410","Institutional",15,15,6,"USD","1,106.00"
"The Journal of Comparative Asian Development","RCADHI","1533-9114","Institutional",9,9,2,"USD",336
"The Journal of Comparative Asian Development","RCADHI","1533-9114","Institutional",9,9,2,"GBP - UK",204
"The Journal of Comparative Asian Development","RCADHI","1533-9114","Institutional",9,9,2,"EUR",269
"The Journal of Comparative Asian Development Online","RCADI","2150-5403","Institutional",9,9,2,"USD",319
"The Journal of Comparative Asian Development Online","RCADI","2150-5403","Institutional",9,9,2,"GBP - UK",194
"The Journal of Comparative Asian Development Online","RCADI","2150-5403","Institutional",9,9,2,"EUR",256
"The Journal of Continuing Higher Education","UJCHHI","0737-7363","Institutional",58,58,3,"EUR",135
"The Journal of Continuing Higher Education","UJCHHI","0737-7363","Institutional",58,58,3,"GBP - UK",93
"The Journal of Continuing Higher Education","UJCHHI","0737-7363","Institutional",58,58,3,"USD",168
"The Journal of Continuing Higher Education","UJCHI","9999-7363","Institutional",58,58,3,"EUR",127
"The Journal of Continuing Higher Education","UJCHI","9999-7363","Institutional",58,58,3,"GBP - UK",89
"The Journal of Continuing Higher Education","UJCHI","9999-7363","Institutional",58,58,3,"USD",159
"The Journal of International Trade and Economic Development","RJTEHI","0963-8199","Institutional",19,19,4,"EUR",818
"The Journal of International Trade and Economic Development","RJTEHI","0963-8199","Institutional",19,19,4,"GBP - UK",619
"The Journal of International Trade and Economic Development","RJTEHI","0963-8199","Institutional",19,19,4,"USD","1,027.00"
"The Journal of International Trade and Economic Development","RJTEI","1469-9559","Institutional",19,19,4,"EUR",777
"The Journal of International Trade and Economic Development","RJTEI","1469-9559","Institutional",19,19,4,"GBP - UK",588
"The Journal of International Trade and Economic Development","RJTEI","1469-9559","Institutional",19,19,4,"USD",975
"The Journal of Pacific History","CJPHHI","0022-3344","Institutional",45,45,3,"AUD",321
"The Journal of Pacific History","CJPHHI","0022-3344","Institutional",45,45,3,"EUR",306
"The Journal of Pacific History","CJPHHI","0022-3344","Institutional",45,45,3,"GBP - UK",249
"The Journal of Pacific History","CJPHHI","0022-3344","Institutional",45,45,3,"USD",385
"The Journal of Pacific History","CJPHI","1469-9605","Institutional",45,45,3,"AUD",305
"The Journal of Pacific History","CJPHI","1469-9605","Institutional",45,45,3,"EUR",291
"The Journal of Pacific History","CJPHI","1469-9605","Institutional",45,45,3,"GBP - UK",237
"The Journal of Pacific History","CJPHI","1469-9605","Institutional",45,45,3,"USD",366
"The Journal of Positive Psychology","RPOSHI","1743-9760","Institutional",5,5,6,"EUR",413
"The Journal of Positive Psychology","RPOSHI","1743-9760","Institutional",5,5,6,"GBP - UK",286
"The Journal of Positive Psychology","RPOSHI","1743-9760","Institutional",5,5,6,"USD",515
"The Journal of Positive Psychology","RPOSI","1743-9779","Institutional",5,5,6,"EUR",392
"The Journal of Positive Psychology","RPOSI","1743-9779","Institutional",5,5,6,"GBP - UK",271
"The Journal of Positive Psychology","RPOSI","1743-9779","Institutional",5,5,6,"USD",490
"The Journal of Slavic Military Studies","FSLVHI","1351-8046","Institutional",23,23,4,"EUR",500
"The Journal of Slavic Military Studies","FSLVHI","1351-8046","Institutional",23,23,4,"GBP - UK",380
"The Journal of Slavic Military Studies","FSLVHI","1351-8046","Institutional",23,23,4,"USD",628
"The Journal of Slavic Military Studies","FSLVI","1556-3006","Institutional",23,23,4,"EUR",475
"The Journal of Slavic Military Studies","FSLVI","1556-3006","Institutional",23,23,4,"GBP - UK",361
"The Journal of Slavic Military Studies","FSLVI","1556-3006","Institutional",23,23,4,"USD",597
"The Law Teacher","RALTHI","0306-9400","Institutional",44,44,3,"EUR",158
"The Law Teacher","RALTHI","0306-9400","Institutional",44,44,3,"GBP - UK",109
"The Law Teacher","RALTHI","0306-9400","Institutional",44,44,3,"USD",217
"The Law Teacher","RALTI","1943-0353","Institutional",44,44,3,"EUR",150
"The Law Teacher","RALTI","1943-0353","Institutional",44,44,3,"GBP - UK",104
"The Law Teacher","RALTI","1943-0353","Institutional",44,44,3,"USD",207
"The Military Balance","TMIBHI","0459-7222","Institutional",110,110,1,"EUR",367
"The Military Balance","TMIBHI","0459-7222","Institutional",110,110,1,"GBP - UK",248
"The Military Balance","TMIBHI","0459-7222","Institutional",110,110,1,"USD",437
"The Military Balance","TMIBI","1479-9022","Institutional",110,110,1,"EUR",348
"The Military Balance","TMIBI","1479-9022","Institutional",110,110,1,"GBP - UK",236
"The Military Balance","TMIBI","1479-9022","Institutional",110,110,1,"USD",414
"The Military Balance","TMIBHI","0459-7222","Institutional",110,110,1,"USD - ROW",459
"The Military Balance","TMIBI","1479-9022","Institutional",110,110,1,"USD - ROW",437
"The Nonproliferation Review","RNPRHI","1073-6700","Institutional",17,17,3,"EUR",271
"The Nonproliferation Review","RNPRHI","1073-6700","Institutional",17,17,3,"GBP - UK",204
"The Nonproliferation Review","RNPRHI","1073-6700","Institutional",17,17,3,"USD",341
"The Nonproliferation Review","RNPRI","1746-1766","Institutional",17,17,3,"EUR",258
"The Nonproliferation Review","RNPRI","1746-1766","Institutional",17,17,3,"GBP - UK",194
"The Nonproliferation Review","RNPRI","1746-1766","Institutional",17,17,3,"USD",324
"The Pacific Review","RPREHI","0951-2748","Institutional",23,23,5,"EUR",563
"The Pacific Review","RPREHI","0951-2748","Institutional",23,23,5,"GBP - UK",425
"The Pacific Review","RPREHI","0951-2748","Institutional",23,23,5,"USD",707
"The Pacific Review","RPREI","1470-1332","Institutional",23,23,5,"EUR",535
"The Pacific Review","RPREI","1470-1332","Institutional",23,23,5,"GBP - UK",404
"The Pacific Review","RPREI","1470-1332","Institutional",23,23,5,"USD",672
"The Psychologist-Manager Journal","HPMJHI","1088-7156","Institutional",13,13,4,"EUR",357
"The Psychologist-Manager Journal","HPMJHI","1088-7156","Institutional",13,13,4,"GBP - UK",269
"The Psychologist-Manager Journal","HPMJHI","1088-7156","Institutional",13,13,4,"USD",447
"The Psychologist-Manager Journal","HPMJI","1550-3461","Institutional",13,13,4,"EUR",339
"The Psychologist-Manager Journal","HPMJI","1550-3461","Institutional",13,13,4,"GBP - UK",256
"The Psychologist-Manager Journal","HPMJI","1550-3461","Institutional",13,13,4,"USD",424
"The Round Table","CTRTHI","0035-8533","Institutional",99,99,6,"EUR","1,100.00"
"The Round Table","CTRTHI","0035-8533","Institutional",99,99,6,"GBP - UK",739
"The Round Table","CTRTHI","0035-8533","Institutional",99,99,6,"USD","1,381.00"
"The Round Table","CTRTI","1474-029X","Institutional",99,99,6,"EUR","1,045.00"
"The Round Table","CTRTI","1474-029X","Institutional",99,99,6,"GBP - UK",702
"The Round Table","CTRTI","1474-029X","Institutional",99,99,6,"USD","1,312.00"
"The Service Industries Journal","FSIJHI","0264-2069","Institutional",30,30,14,"EUR","1,352.00"
"The Service Industries Journal","FSIJHI","0264-2069","Institutional",30,30,14,"GBP - UK","1,043.00"
"The Service Industries Journal","FSIJHI","0264-2069","Institutional",30,30,14,"USD","1,689.00"
"The Service Industries Journal","FSIJI","1743-9507","Institutional",30,30,14,"EUR","1,285.00"
"The Service Industries Journal","FSIJI","1743-9507","Institutional",30,30,14,"GBP - UK",991
"The Service Industries Journal","FSIJI","1743-9507","Institutional",30,30,14,"USD","1,605.00"
"The Sixties","RSIXHI","1754-1328","Institutional",3,3,2,"EUR",226
"The Sixties","RSIXHI","1754-1328","Institutional",3,3,2,"GBP - UK",145
"The Sixties","RSIXHI","1754-1328","Institutional",3,3,2,"USD",284
"The Sixties","RSIXI","1754-1336","Institutional",3,3,2,"EUR",214
"The Sixties","RSIXI","1754-1336","Institutional",3,3,2,"GBP - UK",138
"The Sixties","RSIXI","1754-1336","Institutional",3,3,2,"USD",269
"The Teacher Educator","UTTEHI","0887-8730","Institutional",45,45,4,"EUR",70
"The Teacher Educator","UTTEHI","0887-8730","Institutional",45,45,4,"GBP - UK",53
"The Teacher Educator","UTTEHI","0887-8730","Institutional",45,45,4,"USD",88
"The Teacher Educator","UTTEI","1938-8101","Institutional",45,45,4,"EUR",67
"The Teacher Educator","UTTEI","1938-8101","Institutional",45,45,4,"GBP - UK",50
"The Teacher Educator","UTTEI","1938-8101","Institutional",45,45,4,"USD",84
"The Washington Quarterly","RWAQHI","0163-660X","Institutional",33,33,4,"EUR",337
"The Washington Quarterly","RWAQHI","0163-660X","Institutional",33,33,4,"GBP - UK",211
"The Washington Quarterly","RWAQHI","0163-660X","Institutional",33,33,4,"USD",344
"The Washington Quarterly","RWAQI","1530-9177","Institutional",33,33,4,"EUR",321
"The Washington Quarterly","RWAQI","1530-9177","Institutional",33,33,4,"GBP - UK",201
"The Washington Quarterly","RWAQI","1530-9177","Institutional",33,33,4,"USD",326
"The Washington Quarterly","RWAQHI","0163-660X","Institutional",33,33,4,"USD - ROW",422
"The Washington Quarterly","RWAQI","1530-9177","Institutional",33,33,4,"USD - ROW",402
"Theatre, Dance and Performance Training","RTDPI","1944-3919","Institutional",1,1,2,"EUR",157
"Theatre, Dance and Performance Training","RTDPI","1944-3919","Institutional",1,1,2,"GBP - UK",119
"Theatre, Dance and Performance Training","RTDPI","1944-3919","Institutional",1,1,2,"USD",196
"Theatre, Dance and Performance Training","RTDPHI","1944-3927","Institutional",1,1,2,"EUR",165
"Theatre, Dance and Performance Training","RTDPHI","1944-3927","Institutional",1,1,2,"GBP - UK",125
"Theatre, Dance and Performance Training","RTDPHI","1944-3927","Institutional",1,1,2,"USD",206
"Theology and Science","RTASHI","1474-6700","Institutional",8,8,4,"EUR",490
"Theology and Science","RTASHI","1474-6700","Institutional",8,8,4,"GBP - UK",367
"Theology and Science","RTASHI","1474-6700","Institutional",8,8,4,"USD",614
"Theology and Science","RTASI","1474-6719","Institutional",8,8,4,"EUR",466
"Theology and Science","RTASI","1474-6719","Institutional",8,8,4,"GBP - UK",349
"Theology and Science","RTASI","1474-6719","Institutional",8,8,4,"USD",583
"Theoretical Issues in Ergonomics Science","TTIEI","1464-536X","Institutional",11,11,6,"EUR",643
"Theoretical Issues in Ergonomics Science","TTIEI","1464-536X","Institutional",11,11,6,"GBP - UK",484
"Theoretical Issues in Ergonomics Science","TTIEI","1464-536X","Institutional",11,11,6,"USD",807
"Theory Into Practice","HTIPHI","0040-5841","Institutional",49,49,4,"EUR",151
"Theory Into Practice","HTIPHI","0040-5841","Institutional",49,49,4,"GBP - UK",113
"Theory Into Practice","HTIPHI","0040-5841","Institutional",49,49,4,"USD",190
"Theory Into Practice","HTIPI","1543-0421","Institutional",49,49,4,"EUR",144
"Theory Into Practice","HTIPI","1543-0421","Institutional",49,49,4,"GBP - UK",108
"Theory Into Practice","HTIPI","1543-0421","Institutional",49,49,4,"USD",181
"Thinking & Reasoning","PTARHI","1354-6783","Institutional",16,16,4,"EUR",457
"Thinking & Reasoning","PTARHI","1354-6783","Institutional",16,16,4,"GBP - UK",346
"Thinking & Reasoning","PTARHI","1354-6783","Institutional",16,16,4,"USD",574
"Thinking & Reasoning","PTARI","1464-0708","Institutional",16,16,4,"EUR",435
"Thinking & Reasoning","PTARI","1464-0708","Institutional",16,16,4,"GBP - UK",328
"Thinking & Reasoning","PTARI","1464-0708","Institutional",16,16,4,"USD",545
"Third Text","CTTEHI","0952-8822","Institutional",24,24,6,"EUR",431
"Third Text","CTTEHI","0952-8822","Institutional",24,24,6,"GBP - UK",355
"Third Text","CTTEHI","0952-8822","Institutional",24,24,6,"USD",540
"Third Text","CTTEI","1475-5297","Institutional",24,24,6,"EUR",409
"Third Text","CTTEI","1475-5297","Institutional",24,24,6,"GBP - UK",337
"Third Text","CTTEI","1475-5297","Institutional",24,24,6,"USD",513
"Third World Quarterly","CTWQHI","0143-6597","Institutional",31,31,8,"EUR","1,246.00"
"Third World Quarterly","CTWQHI","0143-6597","Institutional",31,31,8,"GBP - UK",945
"Third World Quarterly","CTWQHI","0143-6597","Institutional",31,31,8,"USD","1,556.00"
"Third World Quarterly","CTWQI","1360-2241","Institutional",31,31,8,"EUR","1,184.00"
"Third World Quarterly","CTWQI","1360-2241","Institutional",31,31,8,"GBP - UK",897
"Third World Quarterly","CTWQI","1360-2241","Institutional",31,31,8,"USD","1,478.00"
"Total Quality Management & Business Excellence","CTQMHI","1478-3363","Institutional",21,21,12,"EUR","1,736.00"
"Total Quality Management & Business Excellence","CTQMHI","1478-3363","Institutional",21,21,12,"GBP - UK","1,263.00"
"Total Quality Management & Business Excellence","CTQMHI","1478-3363","Institutional",21,21,12,"USD","2,181.00"
"Total Quality Management & Business Excellence","CTQMI","1478-3371","Institutional",21,21,12,"EUR","1,649.00"
"Total Quality Management & Business Excellence","CTQMI","1478-3371","Institutional",21,21,12,"GBP - UK","1,200.00"
"Total Quality Management & Business Excellence","CTQMI","1478-3371","Institutional",21,21,12,"USD","2,072.00"
"Totalitarian Movements & Political Religions","FTMPHI","1469-0764","Institutional",11,11,4,"EUR",381
"Totalitarian Movements & Political Religions","FTMPHI","1469-0764","Institutional",11,11,4,"GBP - UK",293
"Totalitarian Movements & Political Religions","FTMPHI","1469-0764","Institutional",11,11,4,"USD",478
"Totalitarian Movements & Political Religions","FTMPI","1743-9647","Institutional",11,11,4,"EUR",362
"Totalitarian Movements & Political Religions","FTMPI","1743-9647","Institutional",11,11,4,"GBP - UK",278
"Totalitarian Movements & Political Religions","FTMPI","1743-9647","Institutional",11,11,4,"USD",454
"Tourism & Hospitality Planning & Development","RTHPHI","1479-053X","Institutional",7,7,4,"EUR",372
"Tourism & Hospitality Planning & Development","RTHPHI","1479-053X","Institutional",7,7,4,"GBP - UK",281
"Tourism & Hospitality Planning & Development","RTHPHI","1479-053X","Institutional",7,7,4,"USD",467
"Tourism & Hospitality Planning & Development","RTHPI","1479-0548","Institutional",7,7,4,"EUR",353
"Tourism & Hospitality Planning & Development","RTHPI","1479-0548","Institutional",7,7,4,"GBP - UK",267
"Tourism & Hospitality Planning & Development","RTHPI","1479-0548","Institutional",7,7,4,"USD",444
"Tourism Geographies","RTXGHI","1461-6688","Institutional",12,12,4,"EUR",465
"Tourism Geographies","RTXGHI","1461-6688","Institutional",12,12,4,"GBP - UK",349
"Tourism Geographies","RTXGHI","1461-6688","Institutional",12,12,4,"USD",584
"Tourism Geographies","RTXGI","1470-1340","Institutional",12,12,4,"EUR",442
"Tourism Geographies","RTXGI","1470-1340","Institutional",12,12,4,"GBP - UK",331
"Tourism Geographies","RTXGI","1470-1340","Institutional",12,12,4,"USD",555
"Toxicological & Environmental Chemistry","GTECHI","0277-2248","Institutional",92,92,10,"EUR","13,853.00"
"Toxicological & Environmental Chemistry","GTECHI","0277-2248","Institutional",92,92,10,"GBP - UK","10,389.00"
"Toxicological & Environmental Chemistry","GTECHI","0277-2248","Institutional",92,92,10,"USD","12,700.00"
