"Journal No.","Conditions of Sale","ISSN","Journal Title","Remarks","Vol.     
Nos","Total no. of Vols","Issues P/A","Rest of World - USD","USA - USD","Canada - USD","Mexico - USD","Subject Area         "
00473,"Oxford","0306-4530","Psychoneuroendocrinology",,"35",1,10,"2271",,,,"Medicine"
04053,"Oxford","0033-3506","Public Health",,"124",1,12,"878",,,,"Medicine"
10052,"Jena","0944-5587","Public Health Forum",,"18",1,4,"45",,,,"Medicine"
08543,"Oxford","0924-5723","Public Health, Social Medicine and Epidemiology (Section 17 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"115-117",3,24,"7100",,,,"Medicine"
07437,"Oxford","0363-8111","Public Relations Review",,"36",1,5,"547",,,,"Economics, Business and Management"
12687,"Oxford","1094-5539","Pulmonary Pharmacology and Therapeutics",,"23",1,6,"784",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
02167,"Oxford","1359-6128","Pump Industry Analyst",,"2010",1,12,"1256",,,,"Engineering, Energy and Technology"
15802,"Oxford","0393-0645","Quaderni Italiani di Psichiatria",,"29",1,4,"522",,,,"Medicine"
05564,"Oxford",,"Quantitative Ecology Combined Set
Comprising: 
Ecological Modelling 
Ecological Indicators
Ecological Complexity",,"2010",4,40,"5986",,,,"Environmental Sciences"
06063,"Oxford","1871-1014","Quaternary Geochronology",,"5",1,6,"460",,,,"Earth and Planetary Sciences"
00865,"Oxford","1040-6182","Quaternary International",,"211-228",18,36,"1304",,,,"Earth and Planetary Sciences"
12108,"Oxford","0033-5894","Quaternary Research",,"73-74",2,6,"911",,,,"Earth and Planetary Sciences"
00636,"Oxford","0277-3791","Quaternary Science Reviews",,"29",1,28,"2403",,,,"Earth and Planetary Sciences"
04108,"Oxford",,"Quaternary Science Reviews with Quaternary Geochronology (Combined Subscription)",,"2010",2,34,"2638",,,,"Earth and Planetary Sciences"
01037,"Oxford",,"Quaternary Science Reviews with Quaternary International (Combined Subscription)",,"2010",19,64,"3290",,,,"Earth and Planetary Sciences"
00286,"Oxford","1350-4487","Radiation Measurements",,"45",1,10,"1810",,,,"Physics and Astronomy"
00331,"Oxford","0969-806X","Radiation Physics and Chemistry",,"79",1,12,"2805",,,,"Physics and Astronomy"
12697,"Oxford","1078-8174","Radiography",,"16",1,4,"401",,,,"Medicine"
15730,"Oxford","0033-8338","Radiologia",,"52",1,6,,,,,"Multidiscipline"
13106,"Orlando, FL","0033-8389","Radiologic Clinics of North America",,"48",1,6,"684",545,684,,"Medicine"
08544,"Oxford","0014-4185","Radiology (Section 14 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"108-109",2,20,"5500",,,,"Medicine"
08049,"Oxford","0167-8140","Radiotherapy & Oncology",,"94-97",4,12,"2977",,,,"Medicine"
05180,"Oxford","1381-5148","Reactive and Functional Polymers",,"70",1,12,"2487",,,,"Materials Science"
09058,"Paris","1624-0693","Reanimation",,"19",1,8,"539",,,,"Medicine"
05414,"Oxford","0166-0462","Regional Science and Urban Economics",,"40",1,6,"1185",,,,"Economics, Business and Management"
05079,"Oxford","0167-0115","Regulatory Peptides",,"159-165",7,21,"3986",,,,"Life Sciences"
12110,"Oxford","0273-2300","Regulatory Toxicology and Pharmacology",,"56-58",3,9,"1110",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
,"Oxford","0048-7120","Rehabilitacion",,"44",1,6,,,,,"Multidiscipline"
08545,"Oxford","0014-4231","Rehabilitation and Physical Medicine (Section 19 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"53",1,8,"2600",,,,"Medicine"
02104,"Oxford","0034-3617","Reinforced Plastics",,"54",1,11,"432",,,,"Materials Science"
02054,"Oxford","0951-8320","Reliability Engineering & System Safety",,"95",1,12,"4796",,,,"Engineering, Energy and Technology"
12625,"Oxford","0048-721X","Religion",,"40",1,4,"374",,,,"Arts and Humanities"
07759,"Oxford","0034-4257","Remote Sensing of Environment",,"114",1,12,"3457",,,,"Environmental Sciences"
01010,"Oxford","1364-0321","Renewable & Sustainable Energy Reviews",,"14",1,9,"1451",,,,"Engineering, Energy and Technology"
00969,"Oxford","0960-1481","Renewable Energy",,"35",1,12,"2656",,,,"Engineering, Energy and Technology"
02272,"Oxford","1878-0229","Renewable Energy Focus",,"11",1,6,"427",,,,"Engineering, Energy and Technology"
11000,"Oxford","1507-1367","Reports of Practical Oncology and Radiotherapy",,"15",1,6,,,,,"Medicine"
00416,"Oxford","0034-4877","Reports on Mathematical Physics",,"65-66",2,6,"1730",,,,"Physics and Astronomy"
05636,"Oxford","1472-6483","Reproductive BioMedicine Online","New","20-21",2,14,"577",,,,"Medicine"
04016,"Oxford","0968-8080","Reproductive Health Matters",,"18",1,2,"134",,,,"Medicine"
07552,"Oxford","0890-6238","Reproductive Toxicology",,"29-30",2,8,"1742",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
05415,"Oxford","0048-7333","Research Policy",,"39",1,10,"2373",,,,"Economics, Business and Management"
05621,"Oxford","1052-0457","Research in Accounting Regulation",,"22",1,2,"317",,,,"Economics, Business and Management"
04094,"Oxford","1750-9467","Research in Autism Spectrum Disorders",,"4",1,4,"362",,,,"Social and Behavioral Sciences"
00826,"Oxford","0891-4222","Research in Developmental Disabilities
Reduced personal subscriptions are available to members of the American Psychological Association, the International Association for Cognitive Psychotherapy, Society for Research in Child Development,Association for Psychological Science and the British Association for Behavior and Cognitive Psychotherapies. Please contact your nearest regional sales office for details.",,"31",1,6,"803",,,,"Social and Behavioral Sciences"
12688,"Oxford","1090-9443","Research in Economics",,"64",1,4,"655",,,,"Economics, Business and Management"
08552,"Oxford","0275-5319","Research in International Business and Finance",,"24",1,3,"272",,,,"Economics, Business and Management"
09060,"Oxford","0923-2508","Research in Microbiology",,"161",1,10,"1052",,,,"Life Sciences"
12702,"Oxford","0191-3085","Research in Organizational Behavior
(Volume 29, to be published in September 2009, can still be ordered as well; see note below.)",,"30",1,1,"278",,,,"Economics, Business and Management"
04238,"Oxford","0276-5624","Research in Social Stratification and Mobility",,"28",1,4,"262",,,,"Social and Behavioral Sciences"
13370,"Orlando, FL","1551-7411","Research in Social and Administrative Pharmacy",,"6",1,4,"301",229,,,"Medicine"
05606,"Oxford","0739-8859","Research in Transportation Economics",,"28-30",3,3,"563",,,,"Social and Behavioral Sciences"
12709,"Oxford","0034-5288","Research in Veterinary Science",,"88-89",2,6,"611",,,,"Veterinary Science and Veterinary Medicine"
05416,"Oxford","0928-7655","Resource and Energy Economics",,"32",1,4,"796",,,,"Economics, Business and Management"
03079,"Oxford","0301-4207","Resources Policy",,"35",1,4,"1047",,,,"Social and Behavioral Sciences"
05125,"Oxford","0921-3449","Resources, Conservation and Recycling",,"54",1,12,"2137",,,,"Environmental Sciences"
12673,"Oxford","0954-6111","Respiratory Medicine",,"104",1,12,"998",,,,"Medicine"
04118,"Oxford","1755-0017","Respiratory Medicine CME",,"3",1,4,,,,,"Health Professions"
05126,"Oxford","1569-9048","Respiratory Physiology & Neurobiology",,"170-174",5,15,"2856",,,,"Life Sciences"
08051,"Oxford","0300-9572","Resuscitation",,"81",1,12,"1723",,,,"Medicine"
15708,"Oxford","1699-258X","Reumatologia Clinica",,"6",1,10,,,,,"Multidiscipline"
12109,"Oxford","1094-2025","Review of Economic Dynamics",,"13",1,4,"599",,,,"Economics, Business and Management"
07440,"Oxford","1058-3300","Review of Financial Economics",,"19",1,4,"476",,,,"Economics, Business and Management"
05359,"Oxford","0034-6667","Review of Palaeobotany and Palynology",,"158-162",5,20,"2825",,,,"Earth and Planetary Sciences"
,"Oxford","0014-2565","Revista Clinica Espanola",,"210",1,11,,,,,"Multidiscipline"
15703,"Oxford","0300-8932","Revista Espanola de Cardiologia",,"63",1,12,,,,,"Medicine"
15731,"Oxford","1888-4415","Revista Espanola de Cirugia Ortopedica y Traumatologia",,"54",1,6,,,,,"Multidiscipline"
,"Oxford","1132-8460","Revista Espanola de Enfermedades Metabolicas Oseas",,"19",1,6,,,,,"Multidiscipline"
15737,"Oxford","0211-139X","Revista Espanola de Geriatria y Gerontologia",,"45",1,6,,,,,"Multidiscipline"
15729,"Oxford","0212-6982","Revista Espanola de Medicina Nuclear",,"29",1,6,,,,,"Multidiscipline"
15705,"Oxford","1138-6045","Revista Iberoamericana de Fisioterapia y Kinesiologia",,,,,,,,,"Multidiscipline"
,"Oxford","1887-8369","Revista Internacional de Acupuntura",,"4",1,4,,,,,"Multidiscipline"
,"Oxford","1698-031X","Revista Internacional de Andrologia",,"8",1,4,,,,,"Multidiscipline"
,"Oxford","1134-282X","Revista de Calidad Asistencial",,"25",1,6,,,,,"Multidiscipline"
15707,"Oxford","1888-4008","Revista del Laboratorio Clinico",,"3",1,4,,,,,"Multidiscipline"
09160,"Paris","1162-9088","Revue Europeenne de Psychologie Appliquee / European Review of Applied Psychology",,"60",1,4,"295",,,,"Social and Behavioral Sciences"
09095,"Oxford","1877-0320","Revue Francaise d'Allergologie",,"50",1,8,"409",,,,"Medicine"
,"Oxford","0335-7457","Revue Francaise d'Allergologie et d'Immunologie Clinique",,"50",1,8,,,,,"Life Sciences"
09385,"Oxford","Pending","Revue Francophone d'Orthoptie",,,,,"132",,,,"Health Professions"
09062,"Oxford","1773-035X","Revue Francophone des Laboratoires",,"419-428",10,10,"280",,,,"Chemistry and Chemical Engineering"
15740,"Paris","0035-3787","Revue Neurologique",,"166",1,10,"563",,,,"Life Sciences"
15710,"Paris","0398-7620","Revue d'Epidemiologie et de Sante Publique",,"58",1,6,"474",,,,"Life Sciences"
15680,"Paris","1877-0517","Revue de Chirurgie Orthopedique et Traumatologique",,"96",1,8,"411",,,,"Life Sciences"
09075,"Paris","1293-8505","Revue de L'infirmiere",,"157-166",10,10,"195",,,,"Nursing"
09152,"Paris","0035-1598","Revue de Micropaleontologie",,"53",1,4,"223",,,,"Earth and Planetary Sciences"
15651,"Paris","0761-8417","Revue de Pneumologie Clinique",,"66",1,6,"347",,,,"Life Sciences"
15760,"Paris","0035-1768","Revue de Stomatologie et de Chirurgie Maxillo-Faciale",,"111",1,6,"483",,,,"Life Sciences"
16176,"Oxford","1879-3991","Revue de sante scolaire et universitaire",,"1",1,6,,,,,"Nursing"
15715,"Paris","0761-8425","Revue des Maladies Respiratoires",,"27",1,10,"445",,,,"Life Sciences"
09352,"Paris","1766-7313","Revue du Podologue",,"31-36",6,6,"97",,,,"Health Professions"
09096,"Paris","1169-8330","Revue du Rhumatisme",,"77",1,12,"605",,,,"Medicine"
09190,"Paris","1766-2389","Revue du Soignant en Sante Publique",,"35-40",6,6,"146",,,,"Environmental Sciences"
13263,"Orlando, FL","0889-857X","Rheumatic Disease Clinics of North America",,"36",1,4,"563",455,563,,"Medicine"
13199,"Rockville, MD","1541-9800","Rheumatology News",,"9",1,12,"173",109,173,,"Medicine"
08625,"Oxford","1672-6308","Rice Science",,"17",1,4,,,,,"Agricultural and Biological Sciences"
05309,"Oxford","0921-8890","Robotics and Autonomous Systems",,"58",1,12,"2181",,,,"Computer Science"
00704,"Oxford","0736-5845","Robotics and Computer-Integrated Manufacturing",,"26",1,6,"1517",,,,"Engineering, Energy and Technology"
08608,"Oxford","1068-7971","Russian Geology and Geophysics",,"51",1,12,"1112",,,,"Earth and Planetary Sciences"
05418,"Oxford","0304-3479","Russian Literature",,"67-68",2,8,"1247",,,,"Arts and Humanities"
13449,"Orlando, FL","1935-9810","SAS Journal","Newly Acquired","4",1,4,"1170",,,,"Medicine"
05419,"Oxford","0925-7535","Safety Science",,"48",1,10,"1402",,,,"Social and Behavioral Sciences"
08688,"Oxford","1319-562X ","Saudi Journal of Biological Sciences",,,,,,,,,"Life Sciences"
08683,"Oxford"," 1319-4534","Saudi Journal of Ophthalmology",,,,,,,,,"Medicine"
08690,"Oxford","1319-0164","Saudi Pharmaceutical Journal",,,,,,,,,"Pharmacology, Pharmaceutical Science and Toxicology"
00872,"Oxford","0956-5221","Scandinavian Journal of Management",,"26",1,4,"959",,,,"Economics, Business and Management"
08678,"Oxford","1877-8860","Scandinavian Journal of Pain","New","1",1,4,"402",,,,"Medicine"
05080,"Oxford","0920-9964","Schizophrenia Research",,"116-124",9,27,"5311",,,,"Medicine"
08074,"Oxford","1355-0306","Science & Justice",,"50",1,4,"328",,,,"Social and Behavioral Sciences"
09065,"Paris","0765-1597","Science & Sports",,"25",1,6,"430",,,,"Medicine"
05310,"Oxford","0167-6423","Science of Computer Programming
Also available as part of a combined subscription to Science of Computer Programming with Theoretical Computer Science
Electronic access to Electronic Notes in Theoretical Computer Science (ENTCS) included",,"75",1,12,"1837",,,,"Computer Science"
05318,"Oxford",,"Science of Computer Programming with Theoretical Computer Science (Combined Subscription)",,"2010",2,64,"8078",,,,"Computer Science"
05127,"Oxford","0048-9697","Science of the Total Environment
Also available as part of the Environmental Science Package - Option 2",,"408",1,24,"7219",,,,"Environmental Sciences"
05128,"Oxford","0304-4238","Scientia Horticulturae",,"123-126",4,16,"2201",,,,"Agricultural and Biological Sciences"
00222,"Oxford","1359-6462","Scripta Materialia",,"62-63",2,24,"1898",,,,"Materials Science"
02129,"Oxford","1350-4789","Sealing Technology",,"2010",1,12,"1297",,,,"Engineering, Energy and Technology"
05360,"Oxford","0037-0738","Sedimentary Geology",,"223-232",10,40,"3858",,,,"Earth and Planetary Sciences"
12685,"Oxford","1059-1311","Seizure - European Journal of Epilepsy",,"19",1,10,"933",,,,"Neuroscience"
,"Oxford","1138-3593","Semergen - Medicina de Familia",,"36",1,10,,,,,"Multidiscipline"
,"Oxford","1577-3566","Seminarios de la Fundacion Espanola de Reumatologia",,"11",1,4,,,,,"Multidiscipline"
13201,"Orlando, FL","0049-0172","Seminars in Arthritis and Rheumatism",,"39",1,6,"652",535,,,"Medicine"
13115,"Orlando, FL","1045-4527","Seminars in Arthroplasty",,"21",1,4,"516",378,,,"Medicine"
12679,"Oxford","1044-579X","Seminars in Cancer Biology",,"20",1,6,"650",,,,"Life Sciences"
12675,"Oxford","1084-9521","Seminars in Cell and Developmental Biology",,"21",1,9,"731",,,,"Life Sciences"
13111,"Orlando, FL","1043-1489","Seminars in Colon and Rectal Surgery",,"21",1,4,"426",344,,,"Medicine"
13321,"Orlando, FL","1085-5629","Seminars in Cutaneous Medicine and Surgery",,"29",1,4,"533",429,484,,"Medicine"
13056,"Orlando, FL","0740-2570","Seminars in Diagnostic Pathology",,"27",1,4,"535",435,,,"Medicine"
12700,"Oxford","1744-165X","Seminars in Fetal & Neonatal Medicine",,"15",1,6,"416",,,,"Medicine"
13322,"Orlando, FL","0037-1963","Seminars in Hematology",,"47",1,4,"465",356,,,"Medicine"
12678,"Oxford","1044-5323","Seminars in Immunology",,"22",1,6,"650",,,,"Life Sciences"
13253,"Orlando, FL","0270-9295","Seminars in Nephrology",,"30",1,6,"567",441,,,"Medicine"
13092,"Orlando, FL","0001-2998","Seminars in Nuclear Medicine",,"40",1,6,"579",471,,,"Medicine"
13313,"Orlando, FL","0093-7754","Seminars in Oncology",,"37",1,6,"603",486,,,"Medicine"
13186,"Orlando, FL","0749-2081","Seminars in Oncology Nursing",,"26",1,4,"366",271,,,"Nursing"
13031,"Orlando, FL","1073-8746","Seminars in Orthodontics",,"16",1,4,"388",313,,,"Dentistry"
13314,"Orlando, FL","1071-9091","Seminars in Pediatric Neurology",,"17",1,4,"461",371,,,"Medicine"
13119,"Orlando, FL","1055-8586","Seminars in Pediatric Surgery",,"19",1,4,"508",404,,,"Medicine"
13267,"Orlando, FL","0146-0005","Seminars in Perinatology",,"34",1,6,"683",520,,,"Medicine"
13318,"Orlando, FL","1053-4296","Seminars in Radiation Oncology",,"20",1,4,"440",335,,,"Medicine"
13108,"Orlando, FL","0037-198X","Seminars in Roentgenology",,"45",1,4,"589",465,,,"Medicine"
13116,"Orlando, FL","1040-7383","Seminars in Spine Surgery",,"22",1,4,"483",348,,,"Medicine"
13053,"Orlando, FL","1043-0679","Seminars in Thoracic and Cardiovascular Surgery",,"22",1,4,"566",439,,,"Medicine"
13120,"Orlando, FL","1092-9126","Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual",,"13",1,1,"166",149,,,"Medicine"
13129,"Orlando, FL","0887-2171","Seminars in Ultrasound, CT and MRI",,"31",1,6,"613",466,,,"Medicine"
13131,"Orlando, FL","0895-7967","Seminars in Vascular Surgery",,"23",1,4,"585",473,,,"Medicine"
06033,"Oxford","0924-4247","Sensors and Actuators A: Physical",,"157-164",8,16,"4618",,,,"Chemistry and Chemical Engineering"
06034,"Oxford","0925-4005","Sensors and Actuators B: Chemical",,"142-149",8,16,"4933",,,,"Chemistry and Chemical Engineering"
06046,"Oxford",,"Sensors and Actuators, A: Physical with B: Chemical (Combined Subscription)",,"2010",16,32,"8489",,,,"Chemistry and Chemical Engineering"
08054,"Oxford","1383-5866","Separation and Purification Technology",,"70-75",6,18,"2341",,,,"Chemistry and Chemical Engineering"
07442,"Oxford","0098-7913","Serials Review",,"36",1,4,"381",,,,"Social and Behavioral Sciences"
09372,"Paris","1158-1360","Sexologies - Revue Europeene de Sante Sexuelle / European Journal of Sexual Health",,"19",1,4,"148",,,,"Health Professions"
08675,"Oxford","1877-5756","Sexual & Reproductive HealthCare","New","1",1,4,"584",,,,"Medicine"
05311,"Oxford","0165-1684","Signal Processing",,"90",1,12,"3628",,,,"Computer Science"
05575,"Oxford",,"Signal Processing with Signal Processing: Image Communication (Combined Subscription)",,"2010",2,22,"4494",,,,"Engineering, Energy and Technology"
05313,"Oxford",,"Signal Processing, Signal Processing: Image Communication with Speech Communication (Combined Subscription)",,"2010",3,34,"5889",,,,"Engineering, Energy and Technology"
05312,"Oxford","0923-5965","Signal Processing: Image Communication",,"25",1,10,"1195",,,,"Computer Science"
05314,"Oxford","1569-190X","Simulation Modelling Practice and Theory",,"18",1,10,"1165",,,,"Computer Science"
13193,"Rockville, MD","0037-6337","Skin and Allergy News",,"41",1,12,"173",109,173,,"Medicine"
13420,"Oxford","1559-7806","Sleep Clinics Continuing Medical Education Program",,"5",1,4,,,,,"Medicine"
05557,"Oxford","1389-9457","Sleep Medicine",,"11",1,10,"506",,,,"Neuroscience"
13408,"Orlando, FL","1556-407X","Sleep Medicine Clinics",,"5",1,4,"381",346,,,"Medicine"
12705,"Oxford","1087-0792","Sleep Medicine Reviews",,"14",1,6,"522",,,,"Neuroscience"
05129,"Oxford","0921-4488","Small Ruminant Research",,"88-94",7,21,"2385",,,,"Agricultural and Biological Sciences"
05421,"Oxford","0378-8733","Social Networks",,"32",1,4,"569",,,,"Social and Behavioral Sciences"
00315,"Oxford","0277-9536","Social Science & Medicine",,"70-71",2,24,"5634",,,,"Social and Behavioral Sciences"
12113,"Oxford","0049-089X","Social Science Research","Publication Expansion","39",1,6,"720",,,,"Social and Behavioral Sciences"
00317,"Oxford","0038-0121","Socio-Economic Planning Sciences",,"44",1,4,"957",,,,"Economics, Business and Management"
09066,"Paris","0038-0296","Sociologie du Travail",,"52",1,4,"241",,,,"Economics, Business and Management"
05130,"Oxford","0167-1987","Soil & Tillage Research",,"105-109",5,10,"2589",,,,"Agricultural and Biological Sciences"
00332,"Oxford","0038-0717","Soil Biology & Biochemistry",,"42",1,12,"3159",,,,"Agricultural and Biological Sciences"
02056,"Oxford","0267-7261","Soil Dynamics and Earthquake Engineering",,"30",1,12,"2824",,,,"Engineering, Energy and Technology"
15830,"Paris","0038-0814","Soins",,"742-751",10,10,"280",,,,"Life Sciences"
15843,"Paris","1770-9857","Soins Aides-Soignantes",,"32-37",6,6,"121",,,,"Life Sciences"
15834,"Paris","0183-2980","Soins Cadres de Sante",,"73-76",4,4,"206",,,,"Life Sciences"
15837,"Paris","1268-6034","Soins Gerontologie",,"81-86",6,6,"217",,,,"Life Sciences"
15833,"Paris","1259-4792","Soins Pediatrie/Puericulture",,"252-257",6,6,"220",,,,"Medicine"
15832,"Paris","0241-6972","Soins Psychiatrie",,"266-271",6,6,"217",,,,"Medicine"
00329,"Oxford","0038-092X","Solar Energy",,"84",1,12,"3183",,,,"Engineering, Energy and Technology"
05315,"Oxford","0927-0248","Solar Energy Materials & Solar Cells",,"94",1,12,"3001",,,,"Engineering, Energy and Technology"
00230,"Oxford","0038-1098","Solid State Communications",,"150",1,48,"5829",,,,"Physics and Astronomy"
05240,"Oxford","0167-2738","Solid State Ionics",,"181",1,40,"5605",,,,"Chemistry and Chemical Engineering"
12878,"Oxford","0926-2040","Solid State Nuclear Magnetic Resonance",,"37-38",2,8,"1351",,,,"Chemistry and Chemical Engineering"
09067,"Oxford","1293-2558","Solid State Sciences",,"12",1,12,"1288",,,,"Chemistry and Chemical Engineering"
00103,"Oxford","0038-1101","Solid-State Electronics",,"54",1,12,"3947",,,,"Engineering, Energy and Technology"
06067,"Oxford","0254-6299","South African Journal of Botany
Members of the South African Association of Botanists should contact Myke Scott at forsaab@telkomsa.net for a discounted subscription to the journal.",,"76",1,4,"603",,,,"Agricultural and Biological Sciences"
03081,"Oxford","0265-9646","Space Policy",,"26",1,4,"1670",,,,"Social and Behavioral Sciences"
05630,"Oxford","Pending","Spatial and Spatio-temporal Epidemiology","New","1",1,4,"299",,,,"Social and Behavioral Sciences"
05184,"Oxford","1386-1425","Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy",,"74-76",3,15,"4889",,,,"Chemistry and Chemical Engineering"
05185,"Oxford","0584-8547","Spectrochimica Acta Part B: Atomic Spectroscopy",,"65",1,12,"4424",,,,"Chemistry and Chemical Engineering"
05316,"Oxford","0167-6393","Speech Communication",,"52",1,12,"1513",,,,"Computer Science"
05612,"Oxford","1441-3523","Sport Management Review",,"13",1,4,"330",,,,"Economics, Business and Management"
10055,"Jena","0949-328X","Sport-Orthopadie - Sport-Traumatologie",,"26",1,4,"149",,,,"Medicine"
05495,"Oxford","1572-3127","Statistical Methodology",,"7",1,6,"416",,,,"Mathematics"
05422,"Oxford","0167-7152","Statistics & Probability Letters",,"80",1,24,"2684",,,,"Mathematics"
05503,"Oxford","1873-5061","Stem Cell Research",,"4-5",2,6,"988",,,,"Life Sciences"
07764,"Oxford","0039-128X","Steroids",,"75",1,14,"1825",,,,"Life Sciences"
05423,"Oxford","0304-4149","Stochastic Processes and their Applications",,"120",1,12,"2858",,,,"Mathematics"
05433,"Oxford",,"Stochastic Processes and their Applications - Alternative Subscription
The alternative subscription for Stochastic Processes and their Applications offers immediate electronic access but quarterly instead of monthly print delivery.Interested libraries that are not already ScienceDirect customers can contact their closest Regional Sales office. Subscriptions can also be ordered via your agent (agents will receive their regular agent discount). Libraries currently subscribing to Stochastic Processes and their Applications can change their existing subscription to the alternative model if they so desire.",,"120",1,12,"1450",,,,"Mathematics"
05424,"Oxford","0954-349X","Structural Change and Economic Dynamics",,"21",1,4,"584",,,,"Economics, Business and Management"
05425,"Oxford","0167-4730","Structural Safety",,"32",1,6,"1155",,,,"Engineering, Energy and Technology"
02218,"Orlando, FL - Cell Press","0969-2126","Structure",,"18",1,12,"2005","2,005","2,005",,"Life Sciences"
00497,"Oxford","0191-491X","Studies in Educational Evaluation",,"36",1,4,"833",,,,"Social and Behavioral Sciences"
00154,"Oxford","0039-3681","Studies in History and Philosophy of Science Part A",,"41",1,4,"670",,,,"Arts and Humanities"
00153,"Oxford","1355-2198","Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics",,"41",1,4,"677",,,,"Arts and Humanities"
01023,"Oxford","1369-8486","Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences",,"41",1,4,"492",,,,"Arts and Humanities"
00401,"Oxford",,"Studies in History and Philosophy of Science Parts A, B and C (Combined Subscription)",,"2010",3,12,"1323",,,,"Arts and Humanities"
12657,"Oxford","0749-6036","Superlattices and Microstructures",,"47-48",2,12,"1262",,,,"Materials Science"
05241,"Oxford","0039-6028","Surface Science (including Surface Science Letters)
Also included in Surface Science Full Set",,"604",1,24,"13703",,,,"Physics and Astronomy"
05244,"Oxford",,"Surface Science Full Set
Comprising 
Surface Science (Including Surface Science Letters) 
Applied Surface Science
Surface Science Reports",,"2010",3,60,"21708",,,,"Physics and Astronomy"
05243,"Oxford","0167-5729","Surface Science Reports
Also included in Surface Science Full Set",,"65",1,12,"2063",,,,"Physics and Astronomy"
06035,"Oxford","0257-8972","Surface and Coatings Technology",,"204",1,24,"8746",,,,"Physics and Astronomy"
13087,"Orlando, FL","0039-6060","Surgery",,"147-148",2,12,"728",645,,,"Medicine"
04260,,"0263-9319","Surgery (Oxford)",,"28",1,12,"669",,,,"Medicine"
08546,"Oxford","0014-4134","Surgery (Section 9 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"104-105",2,20,"6100",,,,"Medicine"
13367,"Orlando, FL","1550-7289","Surgery for Obesity and Related Diseases",,"6",1,6,"448",425,,,"Medicine"
13117,"Orlando, FL","0039-6109","Surgical Clinics of North America",,"90",1,6,"590",475,590,,"Medicine"
02212,"Oxford","0960-7404","Surgical Oncology",,"19",1,4,"780",,,,"Medicine"
13323,"Orlando, FL","1055-3207","Surgical Oncology Clinics of North America",,"19",1,4,"423",340,423,,"Medicine"
13435,"Orlando, FL","1875-9181","Surgical Pathology Clinics",,,,,"225",199,225,,"Medicine"
07767,"Orlando, FL","0039-6257","Survey of Ophthalmology",,"55",1,6,"472",291,,,"Medicine"
08671,"Oxford","1876-7354","Surveys in Operations Research and Management Science",,"16",1,2,"185",,,,"Economics, Business and Management"
06036,"Oxford","0379-6779","Synthetic Metals",,"160",1,24,"6142",,,,"Materials Science"
00335,"Oxford","0346-251X","System",,"38",1,4,"652",,,,"Social and Behavioral Sciences"
10022,"Jena","0723-2020","Systematic and Applied Microbiology",,"33",1,8,"1140",,,,"Life Sciences"
05427,"Oxford","0167-6911","Systems & Control Letters",,"59",1,12,"1604",,,,"Engineering, Energy and Technology"
08587,"Oxford","1028-4559","Taiwanese Journal of Obstetrics & Gynecology",,"49",1,4,"264",,,,"Medicine"
05187,"Oxford","0039-9140","Talanta",,"80-82",3,15,"4547",,,,"Chemistry and Chemical Engineering"
13405,"Orlando, FL","1557-3087","Teaching and Learning in Nursing",,"5",1,4,"210",145,,,"Nursing"
00224,"Oxford","0742-051X","Teaching and Teacher Education
Discounted subscription rates are available to the members of the American Association for Educational Research (AERA) and the European Association for Research on Learning and Instruction (EARLI). For more information please contact your regional sales office.",,"26",1,8,"1253",,,,"Social and Behavioral Sciences"
13268,"Orlando, FL","1096-2883","Techniques in Gastrointestinal Endoscopy",,"12",1,4,"402",330,,,"Medicine"
13109,"Orlando, FL","1084-208X","Techniques in Regional Anesthesia and Pain Management",,"14",1,4,"499",367,,,"Medicine"
13126,"Orlando, FL","1089-2516","Techniques in Vascular and Interventional Radiology",,"13",1,4,"425",347,,,"Medicine"
07771,"Oxford","0040-1625","Technological Forecasting and Social Change",,"77",1,9,"1167",,,,"Economics, Business and Management"
00384,"Oxford","0160-791X","Technology in Society",,"32",1,4,"1291",,,,"Social and Behavioral Sciences"
02109,"Oxford","0166-4972","Technovation",,"30",1,12,"1876",,,,"Economics, Business and Management"
05361,"Oxford","0040-1951","Tectonophysics",,"480-496",17,68,"6229",,,,"Earth and Planetary Sciences"
03083,"Oxford","0308-5961","Telecommunications Policy",,"34",1,11,"1483",,,,"Economics, Business and Management"
00703,"Oxford","0736-5853","Telematics and Informatics",,"27",1,4,"1271",,,,"Computer Science"
00942,"Oxford","0040-4020","Tetrahedron",,"66",1,52,"18688",,,,"Chemistry and Chemical Engineering"
00232,"Oxford",,"Tetrahedron (including Tetrahedron: Asymmetry)
Comprising: 
Tetrahedron 
Tetrahedron :Asymmetry",,"2010",2,76,"20384",,,,"Chemistry and Chemical Engineering"
